1526349260500000000,0,0,0,0.708742,0.705462,-0.002903,-0.000498,,
1526349260530000000,-0.00015,-0.000427,-0.000426,0.70876,0.70544,-0.003584,-0.000653,,
1526349260550000000,-0.000435,-0.001123,-0.00082,0.708764,0.705435,-0.003716,-0.000642,,
1526349260580000000,-0.000591,-0.002425,-0.001408,0.708694,0.705507,-0.003547,-0.000146,,
1526349260610000000,-0.0004,-0.005016,-0.000332,0.708722,0.70548,-0.003341,-0.000161,,
1526349260680000000,0.000128,-0.013366,-0.000574,0.708653,0.705546,-0.003873,-0.000784,,
1526349260850000000,0.00213,-0.02632,-0.002313,0.709108,0.70509,-0.003709,-0.000581,,
1526349260880000000,0.003129,-0.031789,-0.001704,0.707591,0.706585,-0.006615,-0.003131,,
1526349260910000000,0.001808,-0.032948,-0.003804,0.710333,0.703812,-0.008109,-0.003143,,
1526349260930000000,0.001388,-0.034759,-0.00408,0.710606,0.703526,-0.008857,-0.003338,,
1526349260960000000,0.001255,-0.0367,-0.004552,0.710749,0.703377,-0.009215,-0.003471,,
1526349260980000000,0.000879,-0.049036,-0.006466,0.710178,0.703972,-0.007049,-0.004547,,
152634926120000000,0.00054,-0.057098,-0.005801,0.710421,0.703744,-0.006663,-0.001417,,
152634926140000000,0.002159,-0.072443,-0.000843,0.709101,0.705059,-0.007903,-0.002543,,
152634926170000000,0.002215,-0.078652,-0.001677,0.71002,0.704119,-0.008744,-0.003268,,
1526349261110000000,0.002336,-0.087122,-0.001378,0.709874,0.704261,-0.009161,-0.003359,,
1526349261130000000,0.002215,-0.092849,-0.00188,0.709804,0.704346,-0.008112,-0.00299,,
1526349261150000000,0.002985,-0.096483,-0.001993,0.709717,0.704435,-0.007954,-0.003192,,
1526349261200000000,0.004224,-0.102286,-0.001767,0.710091,0.704052,-0.008131,-0.00388,,
1526349261330000000,-0.00101,-0.129606,-0.005452,0.713265,0.70087,-0.004796,-0.003344,,
1526349261350000000,-0.000108,-0.155797,-0.00638,0.712339,0.701813,-0.004346,-0.003739,,
1526349261370000000,0.000171,-0.159423,-0.006298,0.712256,0.701896,-0.004231,-0.003833,,
1526349261400000000,0.00003,-0.173578,-0.007008,0.711337,0.702831,-0.003737,-0.003848,,
1526349261430000000,-0.000343,-0.182407,-0.006952,0.711473,0.702688,-0.004341,-0.004038,,
1526349261450000000,-0.001321,-0.186942,-0.006824,0.7115,0.70266,-0.004539,-0.004001,,
1526349261490000000,-0.00142,-0.196727,-0.006554,0.710996,0.70317,-0.004487,-0.004003,,
1526349261510000000,-0.000986,-0.204398,-0.006361,0.710732,0.703437,-0.004476,-0.004068,,
1526349261550000000,-0.000037,-0.212568,-0.006177,0.711101,0.70306,-0.004799,-0.004363,,
1526349261580000000,-0.002364,-0.214071,-0.002462,0.709263,0.704938,-0.002438,-0.001714,,
1526349261600000000,-0.001727,-0.219394,-0.002503,0.709464,0.704734,-0.002434,-0.002315,,
1526349261630000000,-0.000819,-0.225873,-0.003052,0.709694,0.704501,-0.00253,-0.002643,,
1526349261660000000,-0.000157,-0.233072,-0.002741,0.70959,0.704605,-0.002482,-0.002765,,
1526349261690000000,-0.000994,-0.25264,-0.002954,0.709497,0.7047,-0.002856,-0.001816,,
1526349261720000000,-0.000996,-0.261016,-0.003045,0.709377,0.70482,-0.002959,-0.002078,,
1526349261750000000,-0.000962,-0.266962,-0.002907,0.709301,0.704895,-0.00312,-0.00243,,
1526349261780000000,0.001297,-0.275706,-0.003681,0.709757,0.704414,-0.005353,-0.004162,,
1526349261810000000,0.001042,-0.282202,-0.004835,0.710094,0.70407,-0.005823,-0.004139,,
1526349261840000000,0.000169,-0.290297,-0.004662,0.709948,0.704216,-0.006144,-0.003912,,
1526349261870000000,0.002023,-0.319355,-0.008653,0.71315,0.700968,-0.006939,-0.003571,,
1526349261890000000,0.000446,-0.326721,-0.010201,0.71313,0.700995,-0.006466,-0.002874,,
1526349261920000000,0.001608,-0.334305,-0.010349,0.712945,0.701172,-0.00713,-0.004029,,
1526349261960000000,0.000304,-0.335272,-0.01182,0.714135,0.699953,-0.006907,-0.005353,,
15263492620,-0.000259,-0.340152,-0.012175,0.714198,0.699883,-0.007162,-0.00585,,
152634926230000000,-0.000801,-0.347227,-0.013398,0.714587,0.699472,-0.007804,-0.006615,,
152634926260000000,-0.001527,-0.351503,-0.01386,0.714707,0.69934,-0.008207,-0.007079,,
1526349262130000000,-0.004675,-0.361417,-0.014716,0.714642,0.699423,-0.006933,-0.006805,,
1526349262310000000,-0.010304,-0.382698,-0.015138,0.714387,0.699661,-0.008458,-0.007376,,
1526349262360000000,-0.010195,-0.433988,-0.013762,0.712401,0.701689,-0.006996,-0.008231,,
1526349262470000000,-0.010133,-0.44524,-0.015393,0.712373,0.701718,-0.006183,-0.0088,,
1526349262520000000,-0.011129,-0.471087,-0.013845,0.710115,0.703983,-0.006911,-0.009873,,
1526349262550000000,-0.010626,-0.476301,-0.012743,0.708482,0.705643,-0.00666,-0.00881,,
1526349262620000000,-0.011381,-0.492328,-0.011766,0.708214,0.705914,-0.006191,-0.008977,,
1526349262650000000,-0.01314,-0.500279,-0.011831,0.708319,0.705826,-0.00532,-0.008084,,
1526349262710000000,-0.01319,-0.510656,-0.012612,0.708017,0.706127,-0.005255,-0.00835,,
1526349262830000000,-0.012553,-0.535391,-0.012592,0.708247,0.705868,-0.006873,-0.009427,,
1526349262860000000,-0.012574,-0.54055,-0.012893,0.708221,0.705891,-0.007078,-0.009503,,
1526349262880000000,-0.012697,-0.546226,-0.013421,0.707751,0.706364,-0.00699,-0.009454,,
1526349262910000000,-0.013309,-0.551053,-0.013971,0.707965,0.706152,-0.007173,-0.009147,,
1526349262930000000,-0.014638,-0.557528,-0.013981,0.707802,0.706312,-0.00775,-0.008934,,
1526349262980000000,-0.016463,-0.571365,-0.012137,0.706022,0.708112,-0.007276,-0.007567,,
152634926370000000,-0.019027,-0.599161,-0.01297,0.706032,0.708123,-0.00632,-0.006346,,
1526349263230000000,-0.024151,-0.637203,-0.015407,0.706957,0.707249,-0.001491,-0.002973,,
1526349263280000000,-0.025706,-0.65249,-0.016375,0.707873,0.70633,0.003351,0.001842,,
1526349263310000000,-0.026052,-0.660612,-0.017738,0.707784,0.7064,0.005003,0.003994,,
1526349263360000000,-0.027522,-0.673229,-0.018966,0.707284,0.706799,0.010306,0.008837,,
1526349263380000000,-0.025896,-0.689329,-0.015582,0.706662,0.707358,0.012843,0.010384,,
1526349263450000000,-0.030742,-0.708952,-0.015147,0.706728,0.706965,0.02047,0.01778,,
1526349263510000000,-0.034443,-0.730842,-0.015073,0.70642,0.706873,0.026965,0.02394,,
1526349263540000000,-0.033134,-0.732985,-0.012431,0.706742,0.70637,0.028182,0.027617,,
1526349263570000000,-0.034796,-0.742138,-0.010548,0.706116,0.706823,0.029877,0.030142,,
1526349263600000000,-0.0364,-0.749374,-0.010445,0.706395,0.706319,0.032505,0.032614,,
1526349263620000000,-0.038487,-0.756018,-0.010288,0.706107,0.70637,0.034841,0.03521,,
1526349263660000000,-0.039311,-0.780485,-0.010851,0.705296,0.706749,0.038998,0.039278,,
1526349263680000000,-0.040894,-0.786256,-0.010126,0.705409,0.706403,0.040764,0.041609,,
1526349263710000000,-0.043349,-0.795603,-0.009152,0.705124,0.706308,0.043676,0.044959,,
1526349263740000000,-0.040867,-0.821567,-0.00831,0.704256,0.706681,0.047618,0.048568,,
1526349263770000000,-0.041671,-0.833352,-0.008058,0.7037,0.706957,0.049856,0.050321,,
1526349263800000000,-0.040293,-0.841758,-0.005923,0.703785,0.70653,0.052365,0.052535,,
1526349263830000000,-0.033288,-0.8569,-0.001897,0.703605,0.706534,0.054276,0.052956,,
1526349263860000000,-0.031397,-0.870356,-0.003881,0.704041,0.706186,0.0541,0.05197,,
1526349263890000000,-0.029842,-0.874258,-0.005996,0.705106,0.705112,0.053869,0.052359,,
15263492640,-0.026619,-0.906464,-0.005099,0.704802,0.705257,0.054863,0.053449,,
152634926420000000,-0.020797,-0.910486,-0.008437,0.704682,0.705376,0.055494,0.052812,,
152634926440000000,-0.01946,-0.919895,-0.007804,0.704986,0.70504,0.055741,0.052965,,
152634926460000000,-0.01668,-0.923661,-0.007845,0.70515,0.70483,0.056347,0.052942,,
1526349264100000000,-0.013826,-0.937127,-0.008897,0.70502,0.704955,0.056938,0.052384,,
1526349264130000000,0.005887,-0.955551,-0.017954,0.70793,0.702562,0.053924,0.048295,,
1526349264150000000,0.007821,-0.970073,-0.016971,0.708012,0.702463,0.053866,0.048604,,
