1526349260500000000,0,0,0,0.708742,0.705462,-0.002903,-0.000498
1526349260530000000,-0.00015,-0.000427,-0.000426,0.70876,0.70544,-0.003584,-0.000653
1526349260550000000,-0.000435,-0.001123,-0.00082,0.708764,0.705435,-0.003716,-0.000642
1526349260580000000,-0.000591,-0.002425,-0.001408,0.708694,0.705507,-0.003547,-0.000146
1526349260610000000,-0.000254,-0.004521,-0.001137,0.708618,0.705585,-0.003269,-0.000129
1526349260680000000,0.000381,-0.010913,-0.001023,0.708761,0.705437,-0.003848,-0.001167
1526349260850000000,0.002699,-0.022023,-0.003115,0.70929,0.704906,-0.003667,-0.001233
1526349260880000000,0.002189,-0.025074,-0.003942,0.708861,0.705329,-0.004915,-0.001505
1526349260910000000,0.000805,-0.026515,-0.004887,0.710087,0.704093,-0.005305,-0.000948
1526349260930000000,0.000411,-0.027924,-0.005275,0.710345,0.703829,-0.005878,-0.001
1526349260960000000,0.000318,-0.029465,-0.005865,0.710472,0.703699,-0.006062,-0.000991
1526349260980000000,-0.002002,-0.036624,-0.005812,0.709711,0.704474,-0.004961,-0.00117
152634926120000000,-0.001414,-0.0424,-0.004742,0.709639,0.704544,-0.00552,0.00003
152634926140000000,-0.001047,-0.053822,0.000022,0.708321,0.705864,-0.005746,-0.002233
152634926170000000,-0.000986,-0.058003,-0.000326,0.709138,0.705032,-0.006612,-0.003138
1526349261110000000,-0.000943,-0.065226,0.000226,0.708766,0.705402,-0.006841,-0.003339
1526349261130000000,-0.001135,-0.069442,0.00002,0.708643,0.705537,-0.005812,-0.00276
1526349261150000000,-0.000391,-0.072363,-0.00007,0.708517,0.705665,-0.005578,-0.002955
1526349261200000000,0.000819,-0.076769,0.0002,0.708815,0.705363,-0.005603,-0.003627
1526349261330000000,-0.005755,-0.096195,-0.003937,0.712593,0.701578,-0.000389,0.000453
1526349261350000000,-0.00433,-0.116001,-0.003318,0.711247,0.70294,-0.00128,-0.001214
1526349261370000000,-0.004066,-0.118864,-0.003079,0.711138,0.70305,-0.001088,-0.001243
1526349261400000000,-0.004319,-0.133884,-0.003705,0.710257,0.70394,-0.000987,-0.001402
1526349261430000000,-0.004829,-0.141866,-0.003944,0.710172,0.704024,-0.001513,-0.001725
1526349261450000000,-0.005359,-0.146145,-0.00339,0.710197,0.703996,-0.002272,-0.002093
1526349261490000000,-0.005552,-0.154877,-0.003255,0.709692,0.704505,-0.00224,-0.002276
1526349261510000000,-0.005115,-0.161057,-0.003339,0.70951,0.704688,-0.002166,-0.002455
1526349261550000000,-0.004646,-0.168457,-0.003131,0.709747,0.704449,-0.002145,-0.00244
1526349261580000000,-0.005674,-0.172677,-0.002475,0.709437,0.704768,-0.000442,-0.00092
1526349261600000000,-0.005009,-0.176976,-0.002513,0.709644,0.704559,-0.000355,-0.0015
1526349261630000000,-0.00403,-0.182175,-0.002742,0.709837,0.704364,-0.000351,-0.001826
1526349261660000000,-0.00332,-0.18859,-0.002263,0.709684,0.704518,-0.000238,-0.001873
1526349261690000000,-0.003704,-0.205861,-0.000878,0.708783,0.705425,-0.000847,-0.00117
1526349261720000000,-0.003472,-0.213657,-0.0005,0.70838,0.70583,-0.00106,-0.001256
1526349261750000000,-0.003306,-0.219166,-0.000299,0.708286,0.705923,-0.001221,-0.001564
1526349261780000000,-0.001152,-0.232373,-0.000354,0.708353,0.70584,-0.003811,-0.00338
1526349261810000000,-0.001471,-0.238454,-0.001363,0.708568,0.705622,-0.004308,-0.003085
1526349261840000000,-0.001967,-0.246965,-0.000956,0.708349,0.70584,-0.004689,-0.003196
1526349261870000000,-0.00085,-0.269689,-0.006596,0.712365,0.701774,-0.005574,-0.004217
1526349261890000000,-0.002071,-0.277852,-0.008091,0.712586,0.701556,-0.005327,-0.003513
1526349261920000000,-0.001169,-0.283913,-0.008611,0.71279,0.701339,-0.005824,-0.004421
1526349261960000000,-0.002484,-0.277864,-0.012164,0.714713,0.69938,-0.005943,-0.004187
15263492620,-0.003079,-0.282431,-0.012611,0.714863,0.699223,-0.006162,-0.004613
152634926230000000,-0.003559,-0.286447,-0.013777,0.715333,0.698733,-0.006725,-0.005189
152634926260000000,-0.004151,-0.290082,-0.013882,0.715458,0.698595,-0.00729,-0.005627
1526349262130000000,-0.006029,-0.296959,-0.014758,0.715728,0.698325,-0.006607,-0.005626
1526349262310000000,-0.010951,-0.314528,-0.014847,0.715593,0.698444,-0.008083,-0.006079
1526349262360000000,-0.010364,-0.355267,-0.013183,0.713489,0.700585,-0.007399,-0.00775
1526349262470000000,-0.009974,-0.367656,-0.014474,0.71365,0.700416,-0.006836,-0.008581
1526349262520000000,-0.011656,-0.383715,-0.012379,0.711237,0.70287,-0.006613,-0.008524
1526349262550000000,-0.012245,-0.398493,-0.01184,0.709893,0.704234,-0.006041,-0.00833
1526349262620000000,-0.012728,-0.416242,-0.011075,0.709131,0.705002,-0.005762,-0.008449
1526349262650000000,-0.013816,-0.421979,-0.011464,0.709181,0.704964,-0.004864,-0.008015
1526349262710000000,-0.0137,-0.430161,-0.012114,0.708893,0.705251,-0.004761,-0.008285
1526349262830000000,-0.013687,-0.456399,-0.012344,0.708738,0.705382,-0.006291,-0.009289
1526349262860000000,-0.013677,-0.460536,-0.012595,0.708731,0.705386,-0.006486,-0.009379
1526349262880000000,-0.013806,-0.465201,-0.01303,0.708267,0.705854,-0.00639,-0.009328
1526349262910000000,-0.014419,-0.469009,-0.013492,0.708492,0.705631,-0.00657,-0.009024
1526349262930000000,-0.015593,-0.473863,-0.013473,0.708328,0.705792,-0.007112,-0.00879
1526349262980000000,-0.018066,-0.492769,-0.011681,0.706395,0.707746,-0.006471,-0.007794
152634926370000000,-0.019848,-0.517458,-0.012039,0.705922,0.708233,-0.005755,-0.006833
1526349263230000000,-0.023352,-0.5507,-0.01409,0.706311,0.707894,-0.000984,-0.003122
1526349263280000000,-0.023341,-0.586139,-0.020699,0.710983,0.703199,0.003727,-0.000346
1526349263310000000,-0.023535,-0.5936,-0.02185,0.710905,0.70326,0.005986,0.001937
1526349263360000000,-0.024471,-0.60182,-0.022894,0.71045,0.703624,0.011354,0.006711
1526349263380000000,-0.02437,-0.621243,-0.022682,0.709973,0.704046,0.013686,0.008431
1526349263450000000,-0.029013,-0.637958,-0.023025,0.709952,0.703738,0.021409,0.016206
1526349263510000000,-0.032838,-0.654313,-0.022728,0.709475,0.703827,0.027815,0.022327
1526349263540000000,-0.035325,-0.685647,-0.019074,0.709263,0.703869,0.029423,0.025453
1526349263570000000,-0.036455,-0.703826,-0.018122,0.70843,0.704552,0.03107,0.027703
1526349263600000000,-0.038176,-0.708157,-0.018006,0.708712,0.704051,0.033707,0.030064
1526349263620000000,-0.040164,-0.712399,-0.01788,0.708443,0.70409,0.036059,0.032633
1526349263660000000,-0.041028,-0.744451,-0.019834,0.707622,0.704462,0.041034,0.03633
1526349263680000000,-0.042473,-0.748268,-0.01908,0.707616,0.704242,0.042819,0.038603
1526349263710000000,-0.042056,-0.770902,-0.021774,0.707256,0.704197,0.046775,0.041322
1526349263740000000,-0.03697,-0.807023,-0.022087,0.705969,0.704913,0.052237,0.044457
1526349263770000000,-0.035362,-0.817485,-0.024793,0.706162,0.704431,0.054966,0.045716
1526349263800000000,-0.034377,-0.821362,-0.023011,0.706016,0.704304,0.056792,0.04766
1526349263830000000,-0.032067,-0.828883,-0.019649,0.705801,0.704255,0.058762,0.049161
1526349263860000000,-0.030118,-0.837229,-0.018465,0.706096,0.704078,0.058265,0.048042
1526349263890000000,-0.029591,-0.842739,-0.019335,0.706946,0.703191,0.058259,0.048538
15263492640,-0.02492,-0.867114,-0.018467,0.706733,0.703243,0.059392,0.049504
152634926420000000,-0.022878,-0.873774,-0.020067,0.706666,0.7033,0.059591,0.04941
152634926440000000,-0.021098,-0.880636,-0.019539,0.706989,0.702943,0.059869,0.04954
152634926460000000,-0.018588,-0.884579,-0.01929,0.707157,0.702729,0.060401,0.04952
1526349264100000000,-0.014917,-0.894171,-0.020238,0.707083,0.70278,0.060988,0.049149
1526349264130000000,-0.006742,-0.914441,-0.019168,0.70692,0.702945,0.061178,0.048884
1526349264150000000,-0.004951,-0.928362,-0.018356,0.7069,0.702924,0.06131,0.049319
1526349264180000000,-0.00238,-0.949722,-0.019822,0.706785,0.702986,0.061345,0.050021
1526349264210000000,-0.000196,-0.964666,-0.019189,0.706622,0.703184,0.060882,0.050113
1526349264240000000,0.003022,-0.973971,-0.019195,0.707293,0.702507,0.060674,0.050378
1526349264320000000,0.011296,-0.993288,-0.020219,0.706662,0.703129,0.061278,0.049824
