1526347476.9959,-0.0043658103,-0.1921331379,-0.0056404828
1526347527.6621,-0.0007907241,-0.923645931,-0.021631931
1526347530.0863,0.1193830517,-1.7099824828,-0.0262538103
1526347532.5696,0.3409498793,-2.3135503448,-0.0510038621
1526347535.0943,0.5822337931,-2.7127972241,-0.056278931
1526347537.5782,0.9783285172,-3.0503226552,-0.0608850172
1526347540.0803,1.3602732931,-3.467329069,-0.0841267414
1526347542.623,1.8884398621,-4.3119153966,-0.1229322414
1526347545.1676,2.4460173103,-5.2345286379,-0.1199568966
1526347547.6921,2.6917148276,-6.105975931,-0.1169867414
1526347550.2144,2.8097940517,-7.4413760517,-0.1658187931
1526347552.7357,2.6551162759,-8.9205488103,-0.0962954138
1526347555.2583,2.2066049138,-9.9019245517,-0.1076839483
1526347557.8047,1.744367931,-10.9219073966,-0.1553615
1526347560.3092,1.3494853621,-11.1123384138,-0.1642623966
1526347562.833,0.9833844655,-11.4871101207,-0.1736928793
1526347565.3368,0.8606685,-11.8256314828,-0.1697416552
1526347567.8204,0.6942015517,-11.9046956724,-0.1914943793
1526347570.3431,0.4923924828,-11.9855987586,-0.1866405517
1526347572.8857,0.143877,-12.2197672241,-0.1794570172
1526347575.4275,-0.378057931,-12.4132021034,-0.1508431207
1526347577.9486,-1.0799917069,-12.6752149828,-0.1824436034
1526347580.4693,-1.6497961897,-12.629321069,-0.2083783793
1526347582.9705,-2.2577257414,-12.6495883103,-0.2143656724
1526347585.4931,-2.8973832241,-12.6848430345,-0.2019993448
1526347587.9928,-3.5166658793,-12.7304452586,-0.1998251897
1526347590.513,-4.2964663448,-12.8672201207,-0.2100821552
1526347592.9932,-4.936053431,-12.913451069,-0.2086351897
1526347595.5154,-5.7308345,-12.9703866724,-0.2297271379
1526347598.0168,-6.6185552931,-13.0775067759,-0.2450191207
1526347600.5387,-7.3905520172,-13.153137069,-0.2452986207
1526347603.0584,-8.1397262069,-13.2286755,-0.2571656897
1526347605.5604,-8.8211067241,-13.3223502241,-0.2674858966
1526347608.0999,-9.6347875,-13.435958431,-0.2736481207
1526347610.6016,-10.3302436034,-13.5119268621,-0.2841247759
1526347613.1037,-11.1428697759,-13.6130687586,-0.2626755345
1526347615.5848,-11.68468,-13.6666866552,-0.2295364138
1526347618.1449,-12.2159783448,-13.6843817414,-0.2257651552
1526347620.6268,-12.7750136897,-13.7149932414,-0.2184969138
1526347623.1513,-13.2365723448,-13.7978249138,-0.2191630862
1526347625.6968,-13.8772408621,-13.9036857759,-0.2439769138
1526347628.2192,-14.4999508448,-13.9794064483,-0.2625451552
1526347630.7413,-15.0491341207,-14.0451247069,-0.2903027414
1526347633.264,-15.6992532414,-14.1029315,-0.3099296034
1526347635.8075,-16.1727648276,-14.0747575862,-0.3225681724
1526347638.3091,-16.7188303276,-14.0537048103,-0.3473914828
1526347640.8331,-17.2955594655,-14.0680013793,-0.3974842931
1526347643.3377,-17.8975612414,-14.1055802586,-0.4144244828
1526347645.8818,-18.383933931,-14.1183283793,-0.4238357586
1526347648.4055,-18.8645518276,-14.1531900862,-0.4547306724
1526347650.8872,-19.370468,-14.1834789483,-0.4865301552
1526347653.4302,-19.9801060862,-14.1901100517,-0.5099933793
1526347655.9346,-20.5928290862,-14.2033056379,-0.5099432241
1526347658.4135,-21.3821171552,-14.2179093621,-0.5166762586
1526347660.9169,-22.1171846552,-14.2430686552,-0.5036986379
1526347663.4384,-22.8272836724,-14.3576027931,-0.5012923793
1526347665.9601,-23.4472367931,-14.4456881207,-0.4982468966
1526347668.4616,-24.2533872069,-14.5744453276,-0.4735880345
1526347670.984,-24.6499546207,-14.654442431,-0.4875325172
1526347673.5261,-25.2109413103,-14.7109285345,-0.5065592586
1526347676.0272,-25.8474557241,-14.7515194655,-0.5335310862
1526347678.549,-26.4177299138,-14.7893597241,-0.5247576207
1526347681.0905,-26.9777235517,-14.8107916034,-0.5348283103
1526347683.5931,-27.5284529828,-14.7860477241,-0.5376408621
1526347686.1142,-28.0273113103,-14.741655069,-0.5171998793
1526347688.6374,-28.4675057414,-14.7087066379,-0.5338349828
