1526347476.9959,-1.7126,-1.0313,-2.6327
1526347527.6621,-2.5392,-1.4210,-2.6743
1526347530.0863,-3.4400,-1.6669,-2.8416
1526347532.5696,-4.3769,-1.8406,-3.0314
1526347535.0943,-5.2883,-1.7854,-3.1915
1526347537.5782,-6.1931,-1.5016,-3.4909
1526347540.0803,-6.9501,-0.8937,-3.7584
1526347542.6230,-7.8944,-0.6639,-3.4090
1526347545.1676,-8.8506,-0.5467,-3.2279
1526347547.6921,-9.7911,-0.6797,-2.9835
1526347550.2144,-10.6828,-1.0297,-2.7100
1526347552.7357,-11.4496,-1.5896,-2.5039
1526347555.2583,-12.1186,-2.2740,-2.3372
1526347557.8047,-12.6981,-3.0873,-2.2020
1526347560.3092,-13.1310,-3.9286,-2.0244
1526347562.8330,-13.5253,-4.7799,-2.0227
1526347565.3368,-14.1350,-5.5136,-2.2389
1526347567.8204,-14.6382,-6.3163,-2.1353
1526347570.3431,-15.0635,-7.1512,-1.9487
1526347572.8857,-15.1782,-8.0896,-1.6503
1526347575.4275,-14.9459,-9.0878,-1.3451
1526347577.9486,-14.5943,-9.9729,-1.1216
1526347580.4693,-14.1954,-10.8222,-1.1599
1526347582.9705,-13.8106,-11.7146,-1.1571
1526347585.4931,-13.3377,-12.5685,-1.0347
1526347587.9928,-12.8476,-13.3914,-1.0193
1526347590.5130,-12.3415,-14.2245,-1.0064
1526347592.9932,-11.8368,-15.0073,-1.0058
1526347595.5154,-11.3243,-15.8507,-0.9929
1526347598.0168,-10.8188,-16.6309,-0.9847
1526347600.5387,-10.2655,-17.4696,-0.9766
1526347603.0584,-9.7641,-18.3111,-1.0219
1526347605.5604,-9.2512,-19.1184,-1.0290
1526347608.0999,-8.7918,-19.9230,-1.0462
1526347610.6016,-8.3074,-20.7937,-1.0504
1526347613.1037,-7.8431,-21.6067,-1.0484
1526347615.5848,-7.3745,-22.4181,-1.0374
1526347618.1449,-6.8686,-23.2662,-1.0326
1526347620.6268,-6.3884,-24.0869,-1.0235
1526347623.1513,-5.9079,-24.8933,-1.0181
1526347625.6968,-5.4402,-25.7430,-1.0703
1526347628.2192,-4.9999,-26.6135,-1.0887
1526347630.7413,-4.5721,-27.4489,-1.0801
1526347633.2640,-4.1264,-28.2908,-1.0740
1526347635.8075,-3.6314,-29.1256,-1.0341
1526347638.3091,-3.0647,-29.9796,-0.9352
1526347640.8331,-2.5139,-30.7152,-0.9743
1526347643.3377,-1.9621,-31.5610,-0.9665
1526347645.8818,-1.4750,-32.3809,-1.0582
